Sale_ID,Date,Customer_ID,Bike_Model,Category,Price,Quantity,Discount,Store_Location,Salesperson_ID,Payment_Method,Channel,Customer_Age,Customer_Gender
2531,3/13/2023,6384,Hybrid Bike,Hybrid,528.83,1,yes,Houston,696,Debit Card,Store,63,Male
2532,11/25/2023,3945,Cruiser,Off Road,1450.49,1,no ,Phoenix,378,Apple Pay,Online,66,Male
2533,8/21/2023,5090,Mountain Bike,Off Road,3054,2,yes,Los Angeles,330,Google Pay,Online,39,Male
2534,7/2/2021,1991,Folding Bike,Road,1225.37,5,yes,New York,979,Apple Pay,Online,47,Female
2535,3/31/2024,5996,Folding Bike,Road,4269.58,1,yes,Houston,758,Cash,Store,69,Male
2536,1/19/2020,8169,Hybrid Bike,Hybrid,2824.61,1,no,San Antonio,716,Google Pay,Online,48,Male
2537,7/15/2022,1540,Mountain Bike,Off Road,2807.74,5,yes,Chicago,638,Debit Card,Store,63,Male
2538,12/15/2021,2591,Road Bike,Road,3192.64,3,yes,Phoenix,428,Google Pay,Online,37,Male
2539,1/25/2023,2966,Electric Bike,Electric,219.64,1,yes,Phoenix,799,Apple Pay,Online,31,Female
2540,6/28/2023,2271,BMX,Off Road,1139.61,5,yes,Philadelphia,422,Google Pay,Online,52,Male
2541,4/9/2022,5417,BMX,Off Road,3534.13,3,no,Philadelphia,718,Google Pay,Online,44,Female
2542,6/30/2024,6963,Electric Bike,Electric,365.8,4,no,Houston,844,Google Pay,Online,43,Male
2543,3/23/2023,5512,Hybrid Bike,Hybrid,3080.59,3,yes,San Antonio,772,Debit Card,Store,53,Male
2544,7/15/2024,9731,Hybrid Bike,Hybrid,1667.22,3,no,Houston,543,Apple Pay,Online,21,Male
2545,8/10/2021,4046,Cruiser,Off Road,3647.09,4,no,Chicago,640,Debit Card,Store,25,Male
2546,6/29/2023,7217,Hybrid Bike,Hybrid,4557.58,3,yes,Philadelphia,403,Debit Card,Store,18,Male
2547,7/21/2020,3828,Electric Bike,Electric,4026.64,4,yes,Philadelphia,786,Debit Card,Store,49,Female
2548,12/3/2023,4186,BMX,Off Road,1211.97,4,no ,Los Angeles,548,Cash,Store,45,Female
2549,1/3/2022,9495,BMX,Off Road,1756.33,2,yes,Los Angeles,228,Debit Card,Store,58,Female
2550,8/26/2023,2948,Road Bike,Road,2077.06,3,yes,Chicago,673,Apple Pay,Online,32,Male
2551,6/11/2021,2688,Hybrid Bike,Hybrid,355.28,5,yes,San Antonio,194,Debit Card,Store,68,Female
2552,10/10/2021,3274,Hybrid Bike,Hybrid,2990.63,2,no,Houston,533,Apple Pay,Online,54,Male
2553,8/24/2024,8806,Cruiser,Off Road,3155.65,2,yes,Philadelphia,232,PayPal,Online,18,Male
2554,7/13/2022,1096,Cruiser,Off Road,469.74,5,yes,New York,553,Google Pay,Online,60,Female
2555,11/29/2023,1402,Hybrid Bike,Hybrid,2222.78,3,yes,San Antonio,540,Cash,Store,28,Male
2556,4/21/2023,1179,Electric Bike,Electric,2085.99,4,yes,Philadelphia,288,Cash,Store,49,Male
2557,11/3/2021,2498,Mountain Bike,Off Road,4996.58,3,no,Philadelphia,108,Debit Card,Store,41,Male
2558,1/30/2022,4468,Hybrid Bike,Hybrid,254.45,1,no,Los Angeles,499,Google Pay,Online,49,Female
2559,12/19/2022,2303,Folding Bike,Road,3999.54,4,yes,New York,271,Google Pay,Online,49,Male
2560,9/11/2021,5606,BMX,Off Road,3216.16,4,no,Philadelphia,229,Google Pay,Online,29,Male
2561,3/26/2022,6050,Hybrid Bike,Hybrid,2715.08,5,no,Houston,175,Debit Card,Store,41,Male
2562,3/8/2023,9591,Mountain Bike,Off Road,3498.64,5,yes,Los Angeles,594,Credit Card,Online,63,Female
2563,11/11/2023,4664,Cruiser,Off Road,3646.95,2,yes,Chicago,891,Google Pay,Online,41,Female
2564,9/27/2022,3616,Cruiser,Off Road,3889.51,2,no ,Chicago,158,Cash,Store,35,Male
2565,1/1/2024,3076,Hybrid Bike,Hybrid,3787.93,2,yes,Chicago,359,Google Pay,Online,38,Male
2566,7/11/2022,4132,Electric Bike,Electric,3477.85,2,yes,Chicago,775,Debit Card,Store,45,Female
2567,4/22/2021,9162,Hybrid Bike,Hybrid,3461.41,2,yes,Chicago,213,Credit Card,Online,60,Male
2568,5/30/2020,9441,Road Bike,Road,3648.51,1,no,Los Angeles,210,Cash,Store,22,Male
2569,12/26/2023,5725,Road Bike,Road,3910.85,5,yes,Houston,473,Credit Card,Online,63,Male
2570,2/5/2022,1963,BMX,Off Road,2530.7,4,yes,New York,751,Apple Pay,Online,59,Male
2571,3/6/2020,6743,Folding Bike,Road,1056.22,5,yes,Houston,948,Debit Card,Store,41,Female
2572,6/10/2023,2962,Mountain Bike,Off Road,2928.15,2,yes,Philadelphia,883,Credit Card,Online,59,Male
2573,8/26/2020,8582,Folding Bike,Road,308.69,2,no,Houston,860,Credit Card,Online,64,Male
2574,4/12/2022,4946,Folding Bike,Road,2593.9,2,no,San Antonio,692,Credit Card,Online,70,Male
2575,6/30/2021,3230,Road Bike,Road,3877.95,3,yes,New York,423,PayPal,Online,39,Male
2576,7/22/2021,4699,Folding Bike,Road,2922.23,4,no,Chicago,423,Cash,Store,23,Male
2577,6/21/2021,9973,Mountain Bike,Off Road,227.58,3,no,Los Angeles,444,PayPal,Online,24,Female
2578,8/7/2022,1815,Folding Bike,Road,4591.33,5,yes,San Antonio,295,Apple Pay,Online,23,Female
2579,1/12/2024,9251,Road Bike,Road,2934.77,3,yes,Philadelphia,122,Google Pay,Online,20,Male
2580,9/2/2022,3716,BMX,Off Road,4890.63,5,no ,New York,679,Cash,Store,20,Female
2581,5/4/2022,3110,Electric Bike,Electric,4553.75,3,yes,Chicago,801,Google Pay,Online,28,Female
2582,9/19/2023,9938,Mountain Bike,Off Road,3770.69,2,yes,Houston,207,Google Pay,Online,36,Female
2583,5/22/2023,5000,Folding Bike,Road,3360.82,4,yes,Chicago,754,Cash,Store,19,Female
2584,11/1/2021,4440,Electric Bike,Electric,1666.25,4,no,Los Angeles,293,Cash,Store,35,Male
2585,3/24/2020,1503,BMX,Off Road,4178.67,5,yes,New York,533,Debit Card,Store,70,Female
2586,3/15/2022,6309,Folding Bike,Road,501.71,2,yes,Philadelphia,387,Debit Card,Store,57,Male
2587,8/30/2021,3224,Electric Bike,Electric,2296.63,1,yes,New York,948,Google Pay,Online,47,Male
2588,9/14/2023,6300,Electric Bike,Electric,4724.97,1,yes,Los Angeles,140,Debit Card,Store,55,Female
2589,7/17/2024,1306,Road Bike,Road,1605.25,1,no,Chicago,404,Google Pay,Online,42,Female
2590,11/16/2020,1751,Road Bike,Road,1234.33,1,no,New York,568,Apple Pay,Online,54,Female
2591,8/2/2021,7602,Road Bike,Road,1638.2,3,yes,Philadelphia,855,Cash,Store,35,Female
2592,1/27/2022,6505,Hybrid Bike,Hybrid,4375.83,1,no,Philadelphia,569,Apple Pay,Online,30,Female
2593,12/30/2021,1633,Cruiser,Off Road,1475.31,1,no,Phoenix,999,PayPal,Online,69,Male
2594,12/22/2023,7224,Electric Bike,Electric,2975.21,4,yes,San Antonio,188,Credit Card,Online,63,Male
2595,4/20/2022,4054,Cruiser,Off Road,966.83,3,yes,Houston,358,Cash,Store,39,Male
2596,4/9/2022,2324,Cruiser,Off Road,2497.37,4,no ,New York,696,Credit Card,Online,43,Male
2597,5/24/2023,4152,Hybrid Bike,Hybrid,4999.15,1,yes,Houston,300,Apple Pay,Online,25,Female
2598,4/9/2020,2488,BMX,Off Road,2233.98,2,yes,Phoenix,441,PayPal,Online,37,Female
2599,1/22/2023,9986,Mountain Bike,Off Road,384.79,3,yes,Houston,521,Credit Card,Online,59,Female
2600,2/10/2022,2931,Mountain Bike,Off Road,4590.26,5,no,Phoenix,653,Cash,Store,61,Male
2601,10/18/2023,3847,BMX,Off Road,3667.72,2,yes,San Antonio,772,Debit Card,Store,46,Female
2602,11/28/2023,3823,Road Bike,Road,4683.33,4,yes,Chicago,767,Debit Card,Store,22,Male
2603,1/26/2024,5237,Electric Bike,Electric,2881.9,5,yes,San Antonio,611,PayPal,Online,59,Female
2604,12/30/2020,1459,Folding Bike,Road,2052.99,1,yes,Houston,606,Cash,Store,33,Female
2605,4/16/2020,2640,Hybrid Bike,Hybrid,2001.87,3,no,Philadelphia,122,Apple Pay,Online,38,Male
2606,11/21/2022,3206,Folding Bike,Road,2141.1,4,no,Los Angeles,308,PayPal,Online,63,Male
2607,7/27/2022,2326,Hybrid Bike,Hybrid,2146.03,4,yes,Chicago,189,Apple Pay,Online,42,Male
2608,1/27/2021,5366,Folding Bike,Road,4446.32,5,no,Chicago,781,Cash,Store,50,Male
2609,3/17/2021,1847,Cruiser,Off Road,1589.2,2,no,Chicago,940,Cash,Store,70,Male
2610,1/7/2023,4987,Mountain Bike,Off Road,4650.4,5,yes,Los Angeles,937,Google Pay,Online,30,Male
2611,3/19/2021,1157,Folding Bike,Road,1695.73,5,yes,Houston,322,Debit Card,Store,56,Male
2612,6/25/2024,4780,Folding Bike,Road,674.08,4,no ,Los Angeles,548,Credit Card,Online,62,Male
2613,8/15/2022,5175,Road Bike,Road,3238.4,3,yes,Chicago,559,Apple Pay,Online,47,Female
2614,6/2/2022,4234,Electric Bike,Electric,2275.56,1,yes,San Antonio,744,PayPal,Online,62,Male
2615,9/7/2020,1804,BMX,Off Road,3685.43,5,yes,San Antonio,992,Credit Card,Online,45,Female
2616,12/10/2020,1725,Hybrid Bike,Hybrid,3093.41,4,no,Philadelphia,444,Credit Card,Online,65,Male
2617,10/15/2021,1676,Electric Bike,Electric,1798.45,3,yes,San Antonio,130,Google Pay,Online,29,Male
2618,9/5/2022,9227,Mountain Bike,Off Road,4072.08,3,yes,Philadelphia,364,Debit Card,Store,59,Female
2619,1/22/2024,8351,Electric Bike,Electric,1642.87,1,yes,Chicago,401,Google Pay,Online,28,Male
2620,12/31/2020,4659,Mountain Bike,Off Road,1832.85,3,yes,Los Angeles,622,PayPal,Online,68,Male
2621,6/22/2023,9851,Folding Bike,Road,580.18,2,no,Chicago,691,Credit Card,Online,43,Male
2622,4/23/2020,9828,Mountain Bike,Off Road,4936.28,2,no,Los Angeles,464,Debit Card,Store,29,Female
2623,1/20/2020,8021,Cruiser,Off Road,1174.02,3,yes,Houston,455,Credit Card,Online,67,Male
2624,3/15/2020,8449,Hybrid Bike,Hybrid,4618.37,3,no,San Antonio,850,Credit Card,Online,21,Female
2625,3/14/2022,8342,Hybrid Bike,Hybrid,4054.73,1,no,Houston,266,Google Pay,Online,31,Female
2626,5/18/2024,4474,Electric Bike,Electric,2414.68,2,yes,San Antonio,208,Debit Card,Store,39,Male
2627,8/9/2021,8196,Folding Bike,Road,3575.04,5,yes,Los Angeles,401,Debit Card,Store,60,Male
2628,12/24/2021,1663,Mountain Bike,Off Road,4025.76,2,no ,San Antonio,457,Cash,Store,35,Female
2629,10/28/2020,3260,Electric Bike,Electric,2240.24,2,yes,Houston,350,Cash,Store,36,Female
2630,9/16/2023,8008,Hybrid Bike,Hybrid,4345.96,3,yes,San Antonio,401,Google Pay,Online,33,Female
2631,11/17/2022,4803,Road Bike,Road,1594.83,5,yes,Philadelphia,739,Credit Card,Online,54,Female
2632,7/18/2021,3545,Cruiser,Off Road,4753.86,3,no,San Antonio,717,Cash,Store,49,Male
2633,8/5/2021,6825,Cruiser,Off Road,3458.89,3,yes,Phoenix,838,Debit Card,Store,48,Female
2634,2/22/2023,6479,Mountain Bike,Off Road,4733.02,5,yes,Chicago,449,Google Pay,Online,25,Female
2635,6/23/2020,4498,Folding Bike,Road,3662.99,3,yes,Philadelphia,985,Debit Card,Store,25,Male
2636,10/3/2020,2333,Folding Bike,Road,4128.75,1,yes,Phoenix,281,Cash,Store,57,Female
2637,7/8/2020,8269,Hybrid Bike,Hybrid,581.57,4,no,Philadelphia,155,Apple Pay,Online,28,Female
2638,9/24/2021,8522,Cruiser,Off Road,582.85,1,no,Philadelphia,133,Credit Card,Online,66,Male
2639,1/25/2022,4836,Road Bike,Road,355.58,2,yes,San Antonio,516,Debit Card,Store,64,Female
2640,11/10/2020,2523,Electric Bike,Electric,4378.46,1,no,Houston,220,Cash,Store,49,Female
2641,7/28/2023,8641,Cruiser,Off Road,4667.91,1,no,Chicago,950,Apple Pay,Online,29,Female
2642,7/23/2024,1919,Hybrid Bike,Hybrid,3337.76,2,yes,Chicago,941,Apple Pay,Online,54,Female
2643,3/16/2022,7704,Electric Bike,Electric,4813.09,1,yes,Houston,886,Cash,Store,69,Female
2644,8/24/2022,1020,Electric Bike,Electric,4707.41,1,no ,San Antonio,118,Apple Pay,Online,69,Male
2645,11/19/2020,2526,Hybrid Bike,Hybrid,4069.47,5,yes,Philadelphia,214,PayPal,Online,62,Male
2646,7/4/2020,2554,Mountain Bike,Off Road,2301.61,3,yes,Philadelphia,716,Debit Card,Store,25,Female
2647,7/2/2021,4813,Hybrid Bike,Hybrid,4624.57,3,yes,New York,583,Apple Pay,Online,67,Male
2648,6/18/2024,3756,BMX,Off Road,3742.05,5,no,Los Angeles,823,Apple Pay,Online,70,Male
2649,2/12/2021,1596,Hybrid Bike,Hybrid,694.26,2,yes,San Antonio,441,Debit Card,Store,56,Female
2650,6/3/2023,2416,Mountain Bike,Off Road,1050.03,4,yes,New York,274,Credit Card,Online,65,Female
2651,12/7/2022,1109,Folding Bike,Road,779.47,5,yes,New York,328,Google Pay,Online,22,Female
2652,8/4/2023,9711,Road Bike,Road,782.6,5,yes,New York,621,Debit Card,Store,29,Female
2653,8/20/2023,9484,Hybrid Bike,Hybrid,3227.44,4,no,Los Angeles,463,Apple Pay,Online,21,Female
2654,2/12/2022,4080,Hybrid Bike,Hybrid,1690.78,1,no,Phoenix,304,Apple Pay,Online,31,Female
2655,2/18/2022,6053,Hybrid Bike,Hybrid,4187.61,4,yes,New York,631,Credit Card,Online,69,Male
2656,4/18/2024,6173,Folding Bike,Road,477.59,3,no,Los Angeles,517,Google Pay,Online,29,Male
2657,4/16/2021,9853,Hybrid Bike,Hybrid,615.07,4,no,Phoenix,619,PayPal,Online,68,Male
2658,4/27/2024,3160,Electric Bike,Electric,3742.17,3,yes,New York,156,Debit Card,Store,45,Female
2659,1/11/2021,7625,Folding Bike,Road,2435.11,4,yes,New York,323,Google Pay,Online,19,Female
2660,10/14/2022,7759,Electric Bike,Electric,828.55,1,no ,Chicago,838,Apple Pay,Online,22,Male
2661,5/29/2022,8305,Folding Bike,Road,4396.84,5,yes,San Antonio,798,PayPal,Online,57,Male
2662,5/29/2023,9080,Electric Bike,Electric,779.93,4,yes,Phoenix,806,PayPal,Online,28,Female
2663,3/26/2024,4832,Road Bike,Road,4305,3,yes,Chicago,263,Apple Pay,Online,27,Female
2664,4/10/2021,4522,Hybrid Bike,Hybrid,2723.51,4,no,San Antonio,858,PayPal,Online,48,Female
2665,10/19/2021,4126,Electric Bike,Electric,2719.04,4,yes,San Antonio,612,Credit Card,Online,21,Female
2666,8/17/2020,2174,Mountain Bike,Off Road,3562.56,1,yes,New York,855,Debit Card,Store,58,Male
2667,8/31/2022,3501,Cruiser,Off Road,1206.14,5,yes,Phoenix,277,Debit Card,Store,39,Male
2668,2/17/2024,2247,Folding Bike,Road,4020.84,2,yes,San Antonio,138,Google Pay,Online,45,Male
2669,11/26/2023,3719,Mountain Bike,Off Road,537.97,1,no,San Antonio,675,Cash,Store,48,Male
2670,12/4/2023,2409,BMX,Off Road,2228.26,5,no,San Antonio,307,PayPal,Online,41,Female
2671,7/7/2021,5019,Hybrid Bike,Hybrid,4826.18,1,yes,New York,768,Credit Card,Online,59,Male
2672,2/7/2024,1400,Electric Bike,Electric,3271.28,5,no,New York,176,Cash,Store,54,Female
2673,5/9/2020,3800,Mountain Bike,Off Road,1898.78,2,no,Phoenix,977,Apple Pay,Online,29,Male
2674,2/23/2020,6196,Hybrid Bike,Hybrid,1985.21,5,yes,Chicago,602,Cash,Store,70,Female
2675,9/4/2022,7032,Cruiser,Off Road,731.41,5,yes,Phoenix,391,Credit Card,Online,63,Female
2676,9/1/2020,9067,Road Bike,Road,3958.82,2,no ,Phoenix,136,Credit Card,Online,34,Male
2677,11/20/2020,8564,Road Bike,Road,2655.35,1,yes,Phoenix,921,Cash,Store,67,Female
2678,9/30/2020,9529,Mountain Bike,Off Road,3124.65,1,yes,Chicago,722,Debit Card,Store,20,Female
2679,3/7/2022,1257,Cruiser,Off Road,1264.48,5,yes,Chicago,674,Debit Card,Store,35,Male
2680,1/11/2022,6790,Electric Bike,Electric,3310.58,4,no,Los Angeles,296,Cash,Store,40,Female
2681,12/20/2021,7736,Hybrid Bike,Hybrid,1624,2,yes,Houston,766,Apple Pay,Online,44,Female
2682,5/12/2020,4888,Hybrid Bike,Hybrid,3642.86,3,yes,San Antonio,970,Debit Card,Store,68,Male
2683,7/31/2020,8187,Folding Bike,Road,4319.45,1,yes,Philadelphia,832,Google Pay,Online,54,Female
2684,3/29/2023,4208,Cruiser,Off Road,3253.09,1,yes,Houston,926,Google Pay,Online,55,Male
2685,2/28/2024,9719,Mountain Bike,Off Road,1396.36,4,no,San Antonio,881,Google Pay,Online,47,Male
2686,8/18/2022,8805,Hybrid Bike,Hybrid,801.08,5,no,Phoenix,965,Debit Card,Store,64,Female
2687,4/29/2020,5247,Cruiser,Off Road,3818.28,2,yes,San Antonio,895,Cash,Store,34,Female
2688,3/15/2022,6868,BMX,Off Road,3647.14,4,no,San Antonio,290,Apple Pay,Online,44,Female
2689,12/8/2023,5347,Hybrid Bike,Hybrid,4566.66,4,no,Philadelphia,652,PayPal,Online,19,Male
2690,7/19/2022,6192,Folding Bike,Road,355.12,5,yes,Philadelphia,489,PayPal,Online,33,Male
2691,12/20/2021,9744,Mountain Bike,Off Road,2588.61,4,yes,Chicago,612,Cash,Store,63,Female
2692,3/24/2024,5220,Electric Bike,Electric,1648.2,5,no ,Houston,160,Debit Card,Store,26,Female
2693,1/21/2023,3227,Folding Bike,Road,3673.11,3,yes,San Antonio,551,PayPal,Online,24,Male
2694,3/23/2024,6105,Road Bike,Road,1997.25,3,yes,Los Angeles,650,PayPal,Online,52,Female
2695,4/30/2022,1499,Cruiser,Off Road,1584.21,5,yes,Chicago,511,Cash,Store,53,Male
2696,7/27/2021,7619,Folding Bike,Road,3738.51,1,no,New York,282,Google Pay,Online,25,Male
2697,3/31/2024,1450,Hybrid Bike,Hybrid,4675.23,3,yes,Phoenix,794,Debit Card,Store,51,Female
2698,7/3/2020,2390,Hybrid Bike,Hybrid,2875.69,3,yes,Chicago,218,Google Pay,Online,44,Female
2699,8/9/2022,6610,Folding Bike,Road,4350.65,1,yes,Los Angeles,234,Cash,Store,30,Female
2700,3/10/2020,6636,Cruiser,Off Road,4354.42,5,yes,New York,712,Google Pay,Online,70,Female
2701,2/21/2020,7177,BMX,Off Road,1625.68,4,no,Chicago,467,Apple Pay,Online,52,Female
2702,4/11/2021,4842,Road Bike,Road,2960.66,5,no,Phoenix,563,Credit Card,Online,33,Female
2703,8/9/2021,9979,Folding Bike,Road,3271.52,2,yes,Phoenix,701,Cash,Store,21,Female
2704,9/8/2022,4173,Cruiser,Off Road,4309.95,5,no,Los Angeles,133,Apple Pay,Online,66,Female
2705,12/19/2020,3292,Folding Bike,Road,2003.5,5,no,Los Angeles,949,Debit Card,Store,56,Male
2706,8/4/2024,2831,Mountain Bike,Off Road,2219.44,5,yes,Phoenix,339,PayPal,Online,30,Male
2707,7/9/2022,3301,BMX,Off Road,911.7,3,yes,Los Angeles,657,Credit Card,Online,30,Female
2708,11/21/2021,2535,Hybrid Bike,Hybrid,1608.83,1,no ,Houston,326,Credit Card,Online,25,Female
2709,4/23/2024,2967,Road Bike,Road,2905.21,5,yes,Philadelphia,717,Credit Card,Online,23,Male
2710,2/8/2022,3005,Electric Bike,Electric,4820.24,2,yes,Houston,410,Google Pay,Online,38,Female
2711,9/23/2023,7127,Hybrid Bike,Hybrid,3892.85,2,yes,Los Angeles,562,Debit Card,Store,54,Male
2712,6/17/2022,5316,Road Bike,Road,923.98,4,no,Chicago,483,Credit Card,Online,28,Female
2713,2/8/2024,8389,BMX,Off Road,2349.39,3,yes,Philadelphia,463,Cash,Store,32,Female
2714,7/19/2022,2891,Folding Bike,Road,934.12,3,yes,Chicago,663,Cash,Store,24,Female
2715,1/28/2021,1354,Cruiser,Off Road,1408.83,5,yes,New York,701,Credit Card,Online,19,Male
2716,8/2/2023,6588,Folding Bike,Road,1165.62,1,yes,Philadelphia,272,Debit Card,Store,45,Male
2717,11/29/2022,2899,Folding Bike,Road,2606.07,2,no,Phoenix,528,Cash,Store,18,Male
2718,6/18/2021,1640,Mountain Bike,Off Road,1057.33,4,no,Chicago,368,Debit Card,Store,31,Female
2719,7/23/2022,9305,BMX,Off Road,2439.69,2,yes,Houston,167,PayPal,Online,25,Female
2720,8/15/2023,5346,Electric Bike,Electric,2797.05,2,no,Chicago,307,Cash,Store,70,Male
2721,5/6/2022,6644,BMX,Off Road,2326.7,2,no,Chicago,259,PayPal,Online,67,Male
2722,2/26/2024,5804,BMX,Off Road,612.5,1,yes,Philadelphia,837,Google Pay,Online,23,Male
2723,4/14/2021,5845,Cruiser,Off Road,3011.66,5,yes,New York,715,Cash,Store,24,Female
2724,7/18/2021,6816,Electric Bike,Electric,3343.54,1,no ,Phoenix,238,Cash,Store,36,Male
2725,3/12/2023,2493,Folding Bike,Road,3885.43,2,yes,Phoenix,585,Credit Card,Online,18,Female
2726,1/19/2020,2652,BMX,Off Road,1550.51,3,yes,New York,763,PayPal,Online,52,Female
2727,8/8/2024,5837,Mountain Bike,Off Road,329.23,1,yes,New York,588,Apple Pay,Online,20,Female
2728,3/11/2023,8778,Road Bike,Road,4014.32,2,no,Phoenix,138,Credit Card,Online,58,Male
2729,2/12/2024,8237,Electric Bike,Electric,1587.25,5,yes,Phoenix,365,Debit Card,Store,53,Female
2730,9/17/2023,8843,Folding Bike,Road,4267.55,1,yes,Philadelphia,373,Credit Card,Online,69,Male
2731,9/28/2022,9783,BMX,Off Road,2609.99,1,yes,Chicago,886,Debit Card,Store,45,Male
2732,11/30/2022,8212,Road Bike,Road,1548,2,yes,Chicago,498,Credit Card,Online,68,Male
2733,8/31/2024,1531,Electric Bike,Electric,2569.74,3,no,Chicago,165,PayPal,Online,70,Male
2734,4/3/2021,9711,Road Bike,Road,341.72,4,no,New York,467,Apple Pay,Online,66,Female
2735,1/13/2021,6339,Road Bike,Road,4095.86,5,yes,Philadelphia,369,Cash,Store,56,Male
2736,8/21/2022,2606,Cruiser,Off Road,3359.11,4,no,New York,357,Credit Card,Online,46,Female
2737,7/29/2023,3725,Electric Bike,Electric,3292.62,5,no,Philadelphia,456,PayPal,Online,38,Female
2738,3/20/2023,2769,Road Bike,Road,3155.65,3,yes,San Antonio,534,Apple Pay,Online,47,Female
2739,6/22/2020,6035,BMX,Off Road,445.04,2,yes,Los Angeles,782,Debit Card,Store,29,Female
2740,10/28/2023,8579,BMX,Off Road,675.3,4,no ,New York,806,Google Pay,Online,36,Female
2741,5/25/2022,5484,Electric Bike,Electric,3623.28,4,yes,Chicago,906,Apple Pay,Online,65,Female
2742,9/16/2020,3673,Road Bike,Road,1287.87,5,yes,San Antonio,860,Google Pay,Online,40,Female
2743,4/11/2021,5450,Folding Bike,Road,1727.41,5,yes,Chicago,701,Google Pay,Online,50,Female
2744,5/29/2023,8746,Mountain Bike,Off Road,532.06,1,no,Phoenix,880,PayPal,Online,32,Female
2745,4/19/2021,5881,Hybrid Bike,Hybrid,629.77,4,yes,New York,355,PayPal,Online,18,Female
2746,5/2/2022,2634,BMX,Off Road,598.54,1,yes,San Antonio,893,Google Pay,Online,50,Male
2747,2/20/2023,6958,BMX,Off Road,4516.48,2,yes,San Antonio,809,Cash,Store,47,Male
2748,8/26/2021,6432,Road Bike,Road,2640.89,2,yes,Chicago,150,PayPal,Online,23,Male
2749,11/12/2022,1375,Road Bike,Road,1513.76,1,no,Chicago,253,PayPal,Online,58,Male
2750,5/16/2024,4374,Mountain Bike,Off Road,2813.72,3,no,San Antonio,869,Apple Pay,Online,61,Female
2751,6/4/2021,9952,Road Bike,Road,674.39,1,yes,Philadelphia,510,Cash,Store,59,Female
2752,5/7/2024,2347,Mountain Bike,Off Road,2780.48,1,no,Phoenix,631,Google Pay,Online,26,Male
2753,9/3/2021,5660,BMX,Off Road,850.87,1,no,Philadelphia,937,Credit Card,Online,69,Male
2754,11/15/2021,1880,Mountain Bike,Off Road,4094.45,1,yes,Philadelphia,101,Cash,Store,23,Female
2755,4/11/2020,7409,Folding Bike,Road,267.21,5,yes,Houston,808,PayPal,Online,45,Female
2756,12/8/2023,8998,Hybrid Bike,Hybrid,3709.63,4,no ,Los Angeles,769,Credit Card,Online,25,Female
2757,11/2/2023,8306,Electric Bike,Electric,1439.57,3,yes,Philadelphia,422,Cash,Store,63,Female
2758,11/3/2021,3824,Cruiser,Off Road,3489.55,5,yes,Los Angeles,270,Google Pay,Online,44,Male
2759,3/19/2023,8952,Folding Bike,Road,2412.16,3,yes,Phoenix,417,PayPal,Online,41,Female
2760,5/13/2022,2724,Road Bike,Road,3302.66,5,no,Los Angeles,767,Cash,Store,69,Male
2761,4/9/2022,7704,Cruiser,Off Road,4415.07,4,yes,Los Angeles,287,Google Pay,Online,57,Male
2762,4/3/2022,6650,Road Bike,Road,280.89,5,yes,Houston,737,Cash,Store,39,Male
2763,12/12/2023,5041,Folding Bike,Road,713.65,2,yes,New York,845,Cash,Store,56,Male
2764,10/28/2023,1934,BMX,Off Road,1697.15,3,yes,Los Angeles,411,PayPal,Online,70,Female
2765,4/26/2022,9838,Electric Bike,Electric,3782.23,1,no,Houston,677,Cash,Store,40,Male
2766,9/18/2023,3819,Cruiser,Off Road,2847.84,1,no,Phoenix,360,Credit Card,Online,69,Male
2767,6/21/2024,7481,Hybrid Bike,Hybrid,4621.04,4,yes,San Antonio,636,Credit Card,Online,24,Male
2768,12/27/2022,4347,Cruiser,Off Road,3105.3,3,no,Phoenix,356,PayPal,Online,63,Female
2769,8/14/2020,5826,Electric Bike,Electric,2757.62,2,no,Phoenix,860,Google Pay,Online,48,Female
2770,9/3/2023,4389,Cruiser,Off Road,4243.02,3,yes,New York,892,Apple Pay,Online,42,Male
2771,2/27/2020,1969,Folding Bike,Road,3382.82,4,yes,San Antonio,228,Google Pay,Online,35,Female
2772,1/18/2021,4033,Hybrid Bike,Hybrid,2237.99,3,no ,New York,318,Debit Card,Store,40,Male
2773,4/4/2023,3621,Folding Bike,Road,3223.8,2,yes,Philadelphia,126,PayPal,Online,53,Female
2774,1/25/2020,7050,Hybrid Bike,Hybrid,4887.84,3,yes,Chicago,527,Google Pay,Online,34,Male
2775,2/15/2020,8251,Electric Bike,Electric,634.9,4,yes,Phoenix,372,Google Pay,Online,67,Male
2776,11/13/2020,8760,Road Bike,Road,4398.34,5,no,Chicago,495,PayPal,Online,49,Female
2777,9/23/2021,6786,Folding Bike,Road,465.77,1,yes,Philadelphia,234,Cash,Store,62,Male
2778,1/11/2024,2350,Cruiser,Off Road,3122.2,2,yes,Chicago,415,Apple Pay,Online,44,Male
2779,8/3/2020,4918,Folding Bike,Road,3644.34,2,yes,San Antonio,447,Credit Card,Online,22,Female
2780,10/8/2021,2955,BMX,Off Road,3868.97,1,yes,San Antonio,989,Credit Card,Online,46,Female
2781,1/30/2021,5809,BMX,Off Road,574.59,3,no,Chicago,647,Credit Card,Online,66,Male
2782,5/15/2020,5970,BMX,Off Road,698.35,3,no,Phoenix,545,Apple Pay,Online,38,Female
2783,4/5/2021,5000,Mountain Bike,Off Road,4522.58,2,yes,New York,256,PayPal,Online,56,Male
2784,12/10/2023,2936,Road Bike,Road,841.68,3,no,New York,156,Cash,Store,39,Male
